"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"
"CXCR3__pos"	2.22044604925031e-16	63.5226116905382	16.0716556526231	48.9890896747233	41.6010896024633	86.3636632105767
"CENPA__pos"	2.22044604925031e-16	2.22044604925031e-16	153.580652991997	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CYBA__pos"	10.310880053272	15.4858703468334	7.00676736178109	55.1891973611512	85.2360130130123	45.8010878600953
"JUN__pos"	93.697356109263	50.9698530389138	11.0316530332467	45.3526277403995	2.22044604925031e-16	15.6828470521666
"P2RY8__pos"	2.22044604925031e-16	91.6619250157898	13.2937965061503	50.3656627461159	15.7119951473765	2.22044604925031e-16
"GPR174__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	145.47200761482
"EPHA1__pos"	2.22044604925031e-16	77.2513097771693	4.82390942905108e-05	2.22044604925031e-16	6.60739545550945	19.4604291638039
"HMGB2__pos"	33.5716184828602	15.3917789286605	140.84925339631	41.0373350124245	54.9405858703844	29.501038848144
"CD52__pos"	6.63191897339745	10.166158307874	2.22044604925031e-16	59.0357559600715	85.3501591422384	41.4813415341257
"ICOS__pos"	49.8311369060378	3.6772927152859	10.6174908638086	129.811363356719	63.6236115770341	4.6710093661852
"RPL9__pos"	3.54969102032365	83.1173499589857	2.22044604925031e-16	31.1949257652097	39.4800636327968	10.4706489424844
"RBPJ__pos"	99.4023876798918	5.07505068216791	34.463966016453	29.919469787028	33.1287781995705	71.9375229583328
"MBP__pos"	0.219028077002313	64.8199967808363	16.8206951168302	67.1627648633385	9.83895792946703	91.2164865967107
"CDCA2__pos"	2.22044604925031e-16	2.22044604925031e-16	155.51731688396	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ID2__pos"	103.392244500437	15.5783483453589	20.4265090491419	46.8165259710173	81.9887206515832	12.1240608395067
"ITGAE__pos"	99.79427056107	2.22044604925031e-16	29.7259245323557	74.2901621165102	18.7775924165411	56.0952364181451
"EZR__pos"	54.5920894818068	67.989737983958	14.7791537826208	88.7059975643637	27.6650293265541	2.22044604925031e-16
"NDFIP2__pos"	103.114707423562	2.22044604925031e-16	29.1811654852659	16.0241717145535	39.6402520430203	59.6186900769308
"SCML4__pos"	2.16372796846049e-13	54.2638789871009	7.06774571424752	46.3303478207874	3.42192198158332	86.4126184460913
"DEPDC1B__pos"	2.22044604925031e-16	2.22044604925031e-16	156.476454519411	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"MZT2A__pos"	2.22044604925031e-16	14.6028756160777	54.6156482811265	51.4753948092592	113.866383390537	37.4140656653678
"DDX24__pos"	61.1499914514828	71.5403229481945	0.268910320766212	86.4326238358253	26.7107597724514	12.6676959946594
"BTG1__pos"	32.4254285765814	66.1569898687701	2.22044604925031e-16	55.9999253539051	33.5841562000045	2.22044604925031e-16
"CD70__pos"	68.0023820515864	2.22044604925031e-16	37.3593837509904	21.0536886305862	21.4195130246303	69.617757650007
"RPL36AL__pos"	0.00114137348704378	39.2146646717267	0.0140656225454681	28.8228120142742	26.1143247734077	71.6763963798416
"CDC45__pos"	2.22044604925031e-16	2.22044604925031e-16	171.014051460814	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RPL37A__pos"	10.6287625760275	55.9964892472641	7.02907567521428	53.5829358172777	71.015548404991	2.89978541414419
"AKAP5__pos"	132.946102424573	2.22044604925031e-16	20.4843105095594	13.9894284914999	18.9827652001908	2.22044604925031e-16
"TNFAIP3__pos"	68.7100006506892	67.901785810009	7.10534066111886	74.0050721216072	8.61378603940398	6.90005564783621
"CTLA4__pos"	105.236022185697	2.22044604925031e-16	18.6622203144105	34.0916863454048	18.4963750378588	58.8244579299526
"IL16__pos"	7.15201977639524	52.005936029202	10.7635931851701	72.3876850270885	15.6767281569367	81.1960603342684
"CENPK__pos"	15.5579398125089	2.22044604925031e-16	165.406830494618	19.9052510049563	12.1637710013975	26.2733245296408
"COTL1__pos"	10.6988177462862	12.3009452938477	14.1171136943422	106.852819884268	88.3867046452823	23.9742858293464
"TSPYL2__pos"	42.1747097180794	57.8169636207468	2.79500291739971	116.177817252323	22.5903400827634	2.22044604925031e-16
"RPL10A__pos"	6.66657475087891	73.0383900999741	3.39667129764508	34.4369717199903	52.3040105124709	5.99492737931632
"CSK__pos"	11.8089642966052	7.58688655221157e-11	19.0926481220468	66.2637192753862	23.3728910819262	128.584458055962
"TAGAP__pos"	30.5215773272446	60.8009282685969	11.4576180614345	31.7477477824217	8.23681704988263	95.7992145284947
"RACGAP1__pos"	1.08785758508059e-15	2.22044604925031e-16	173.968337774248	26.9283723938215	2.51607152594911e-16	2.22044604925031e-16
"LAG3__pos"	75.3199903866129	2.22044604925031e-16	5.4767691856043	59.94626231657	84.4350771798207	46.0468080736336
"HLA-C__pos"	42.6753427371012	32.8893669822958	1.63469312226365	99.8018031043068	29.2190720550157	9.59930477217345e-14
"JMJD6__pos"	47.0321377833492	67.2349824578711	12.069160277219	89.3204566260488	47.2798738028097	2.22044604925031e-16
"RAC2__pos"	6.51312820439317	1.22903579370406e-08	21.5501703635451	50.0423172221044	10.4473258743032	93.320699885407
"RPS9__pos"	2.22044604925031e-16	59.5915063286328	4.1752438700896	12.8623340849359	42.2133217672912	38.7233413832735
"FANCI__pos"	2.22044604925031e-16	2.22044604925031e-16	196.094441373781	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RGS1__pos"	69.2607454931446	2.22044604925031e-16	6.46312483472963	38.9868150832236	71.239758585301	42.7734595329586
"TIGIT__pos"	104.728756055242	2.22044604925031e-16	0.804328181392954	60.400200628097	53.7621494495189	44.0395900266522
"LDHA__pos"	27.9869423572989	57.6897474224078	33.0816349181382	43.8728987597906	27.9300998680284	8.79589066364115
"CD3E__pos"	22.8150100059425	7.73977732340466	2.22044604925031e-16	54.7035528944652	5.25582738417718	74.3308784243683
"FLT3LG__pos"	2.22044604925031e-16	44.2856143369523	7.087470511983	52.8035365129341	5.24901442731053	104.8217668822
"CENPE__pos"	2.22044604925031e-16	2.22044604925031e-16	176.919182733549	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RPS6__pos"	2.22044604925031e-16	86.7618285978815	5.94925221589177	7.28859458505222	64.535750124655	12.0464530336296
"SH2D2A__pos"	74.448672613728	37.4661148615649	7.52433231443642	91.2441012706074	37.3823374827454	20.3704349925151
"ARID5A__pos"	55.4283082084155	75.1490649630798	10.0444948394039	82.7457131749486	49.1490929437199	2.22044604925031e-16
"CD2__pos"	30.6265281255443	2.22044604925031e-16	1.73604540131766e-10	44.8454096275299	55.2633876598882	74.8280498860485
"EOMES__pos"	2.22044604925031e-16	50.1978949986302	16.2540574650604	17.5579353206358	35.321380679093	46.1946521108288
"TCF19__pos"	2.22044604925031e-16	2.22044604925031e-16	206.644300913283	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RPS27__pos"	2.22044604925031e-16	106.164444950777	2.22044604925031e-16	2.22044604925031e-16	59.3961296248799	31.3575987594336
"CD7__pos"	102.302383241102	19.1858177778575	14.0404814493168	20.9200471797104	9.99993737013374	30.2808520330852
"LEPROTL1__pos"	33.2089645940979	68.0080742658368	2.22044604925031e-16	78.8508073549992	46.1849777871795	19.3970292831709
"GZMA__pos"	39.2071887837741	2.22044604925031e-16	23.2229919093311	41.7359515661006	57.6854710561795	58.2238458049817
"ZNF831__pos"	2.22044604925031e-16	5.68393474319008	0.881004031577197	18.1165483245496	2.22044604925031e-16	84.7407637850193
"TMEM106C__pos"	10.9650323845908	2.22044604925031e-16	153.254692943019	41.2962305846177	19.6526278686427	44.4365985420677
"S1PR4__pos"	2.22044604925031e-16	21.5680158637565	13.418408550816	50.3651210208421	106.269082979329	26.2476415130622
"CSF1__pos"	183.279538277458	2.22044604925031e-16	22.2913617561413	2.22044604925031e-16	12.8752044254778	4.7172805027674
"TC2N__pos"	2.22044604925031e-16	134.434492870075	4.72851633337687	24.0137540839642	1.2541605700441e-15	5.8247006699389
"BATF__pos"	82.5163862421016	2.22044604925031e-16	22.5039007591837	50.9446788578318	37.7742644920645	76.876135360925
"GYPC__pos"	2.63061917820748e-15	51.3791522120036	19.8817787263415	63.6616008749959	30.7590800284163	92.112085497069
"FEN1__pos"	14.948987335252	15.9966228341281	182.221272517846	18.0531462104669	12.9658065257521	2.22044604925031e-16
"HNRNPA1__pos"	29.1298127828643	38.0337425071245	14.4870058941246	70.9909030793974	66.0619695790183	2.22044604925031e-16
"HSPA8__pos"	57.5127791833862	55.7907264780629	16.0933344209966	42.2363538344962	12.7545375105241	2.22044604925031e-16
"TCF7__pos"	2.22044604925031e-16	134.859056977273	4.40363544704974	2.22044604925031e-16	9.25299816624608	2.22044604925031e-16
"CKLF__pos"	22.6626545416857	0.00072923529188854	33.0386521559963	32.1300347819063	81.7300039068266	99.2996539701423
"C12orf57__pos"	38.2149009962651	58.8837029141872	19.0895339366786	45.2409993333477	4.35782400003111	75.2792372520381
"GINS2__pos"	2.22044604925031e-16	2.22044604925031e-16	236.869203270111	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CRIP1__pos"	6.24155274352324	34.9328936936104	33.6647730408889	31.6699216715863	98.0024239553216	63.8727959743058
"PRRC2C__pos"	61.9234700696646	51.6743132531758	18.0456598202035	83.1320486913728	13.3802287579565	38.9146087489153
