"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"State"	"MaxFC"	"InitialState"
"S100A6"	"S100A6"	0.0128030193179409	0.327929491680299	-0.714724592629911	0.481867861970665	-0.0300456998379075	-0.275337898027119	"S01"	0.481867861970665	"IS04"
"SLC9A1"	"SLC9A1"	0.0401092191545554	-0.251909742093946	-0.166056307105583	0.481507944431078	-0.147037273969688	-0.202676775145418	"S01"	0.481507944431078	"IS04"
"PIK3C2B"	"PIK3C2B"	-0.0737907428975982	-0.160272955074608	-0.196841432782707	0.477503737365288	-0.110117602552382	-0.16272010684639	"S01"	0.477503737365288	"IS04"
"CD84"	"CD84"	0.222922778420881	-0.0903670852805624	-0.540212899414066	0.47741530884559	-0.213280712246884	-0.136136661078148	"S01"	0.47741530884559	"IS04"
"KLHL6"	"KLHL6"	-0.0591052420130461	-0.235484134970032	-0.246662929295647	0.472539741103709	-0.127344229211898	-0.0779201083928236	"S01"	0.472539741103709	"IS04"
"GPR34"	"GPR34"	0.0531580119685034	-0.240444177429207	-0.433632057378864	0.467007509549371	-0.245415283268557	0.0900204349558688	"S01"	0.467007509549371	"IS04"
"LAIR1"	"LAIR1"	0.102524754436459	-0.208064037121393	-0.63014193386804	0.466393302147179	-0.0859832202451534	-0.0456126563606113	"S01"	0.466393302147179	"IS04"
"C4orf48"	"C4orf48"	-0.094677294038342	0.166109878505522	-0.675530773177349	0.46531932736529	-0.0222641800382515	-0.101701277165155	"S01"	0.46531932736529	"IS04"
"BMP2K"	"BMP2K"	0.106441354923008	-0.136471726507443	-0.533110383697121	0.462147874717838	-0.158635929979376	-0.053863124822811	"S01"	0.462147874717838	"IS04"
"RENBP"	"RENBP"	0.127362908252458	-0.399114128009545	-0.812765340900854	0.459660400357723	0.102568591193518	-0.0778151392532302	"S01"	0.459660400357723	"IS04"
"ABHD2"	"ABHD2"	0.102480855185135	-0.024634522956254	-0.259994704109293	0.45611653547069	-0.12459281618937	-0.318843977433559	"S01"	0.45611653547069	"IS04"
"NACA"	"NACA"	0.0330128229224791	0.114776802579071	-0.315888487827325	0.452747815125705	0.192312134821183	-0.678900637291677	"S01"	0.452747815125705	"IS04"
"PNMT"	"PNMT"	-0.149126137466456	-0.0349108102510574	-0.138485963003975	0.452663454234023	-0.120400519228415	-0.150729644320934	"S01"	0.452663454234023	"IS04"
"ATP6V1F"	"ATP6V1F"	0.247616513038535	-0.0143922725094936	-0.947660145043669	0.451552285766384	0.00991734761112226	-0.184247979983232	"S01"	0.451552285766384	"IS04"
"PDE7B"	"PDE7B"	-0.000135388037925628	-0.201063677542749	-0.32303514785789	0.450139409505555	-0.0486947369135084	-0.174078622732868	"S01"	0.450139409505555	"IS04"
"PMP22"	"PMP22"	-0.0470156478282115	-0.226683764824298	-0.641135895893989	0.449504321771252	0.0406836193879799	-0.0218783096113031	"S01"	0.449504321771252	"IS04"
"SLC18A2"	"SLC18A2"	0.340355219548844	-0.230502787967448	-1.82556567107143	0.448639454949323	0.262797522543336	0.0926736862705627	"S01"	0.448639454949323	"IS04"
"NBEA"	"NBEA"	-0.0941328637651907	-0.0399985704781922	-0.239788018102115	0.445153389585852	-0.193696157581668	-0.035813967619936	"S01"	0.445153389585852	"IS04"
"WDR83OS"	"WDR83OS"	0.0386891072697932	0.0362070575792181	-0.707139882651564	0.444511053790032	0.0483361906891932	-0.203527790528568	"S01"	0.444511053790032	"IS04"
"FHL3"	"FHL3"	-0.0764430784116209	-0.277828649861251	-0.640931460128296	0.443973963555862	0.280299432289384	-0.257571941971397	"S01"	0.443973963555862	"IS04"
"SLC11A2"	"SLC11A2"	-0.13003946127965	-0.155334005229018	-0.143976899494186	0.44384673711844	-0.157398531550363	-0.0455683075508549	"S01"	0.44384673711844	"IS04"
"FTL"	"FTL"	-0.0148960920252459	-0.200151087475324	-0.0652579467197675	0.443324809990916	-0.363240438279307	0.0731285115541463	"S01"	0.443324809990916	"IS04"
"TMEM266"	"TMEM266"	-0.0929689530376925	-0.209734807514899	-0.2145695286541	0.442840966065359	0.0258355592022343	-0.23353983345745	"S01"	0.442840966065359	"IS04"
"CAPG"	"CAPG"	0.265216736133198	-0.208245911844303	-2.14526341781844	0.442581171188192	0.266057408350675	0.361352079944001	"S01"	0.442581171188192	"IS04"
"STX3"	"STX3"	0.162097735023669	-0.0254143381500613	-0.325341473377583	0.44175238106807	-0.15778370271108	-0.275125847380493	"S01"	0.44175238106807	"IS04"
"GAPT"	"GAPT"	-0.0883654946295956	-0.130006061733396	-0.422056605741698	0.440029275172998	-0.0273148486604843	-0.0774980026018873	"S01"	0.440029275172998	"IS04"
"VPS13A"	"VPS13A"	0.0833770593775136	-0.0575373560612031	-0.246662514360812	0.436966912462542	-0.00593424605070403	-0.415748417886407	"S01"	0.436966912462542	"IS04"
"PRKACB"	"PRKACB"	0.0591603085751753	-0.129185495042036	-0.420008992190012	0.435058653330258	-0.102594997129919	-0.121407357895348	"S01"	0.435058653330258	"IS04"
"BST2"	"BST2"	0.0730948352920556	-0.126817737503854	-0.157745482839183	0.433935573233454	-0.0894645185306706	-0.319064338131585	"S01"	0.433935573233454	"IS04"
"CATSPER1"	"CATSPER1"	0.0253247219767827	-0.312533182355001	-0.709881105995403	0.43362876535913	0.00709409744862482	0.0588649408146785	"S01"	0.43362876535913	"IS04"
"SYTL2"	"SYTL2"	0.247064335020041	-0.210218625658845	-0.386437397212147	0.433456955050478	-0.122389304604862	-0.254225858850413	"S01"	0.433456955050478	"IS04"
"NDUFA4"	"NDUFA4"	-0.0365583821342488	-0.111940734933758	-0.727335981173484	0.4329988135822	-0.181160800682335	0.25844740453693	"S01"	0.4329988135822	"IS04"
"IL5RA"	"IL5RA"	0.219337916419313	-0.0352092938518592	-0.311804238234113	0.432865330524663	-0.203215348456013	-0.266412456332117	"S01"	0.432865330524663	"IS04"
"TANC1"	"TANC1"	-0.0566076970702612	-0.281729965542704	-0.0376860585669273	0.432437014360546	-0.0614121054524056	-0.223017917334711	"S01"	0.432437014360546	"IS04"
"AMHR2"	"AMHR2"	-0.0610275896130587	-0.0975318882137877	-0.378192421530288	0.431177182180697	0.128034634089064	-0.331010540034245	"S01"	0.431177182180697	"IS04"
"RPL36AL"	"RPL36AL"	0.141715875229608	-0.0453102941016192	-1.37156950705848	0.431091319233225	0.0176468477193242	0.220691206330453	"S01"	0.431091319233225	"IS04"
"CTTNBP2"	"CTTNBP2"	0.312884232740717	-0.17217602604416	-0.556864536716969	0.430690569946449	-0.0596231641359473	-0.302742909335718	"S01"	0.430690569946449	"IS04"
"RSAD2"	"RSAD2"	0.251194461172015	-0.108534167447846	-0.439751631486252	0.429460237376116	-0.269704474281541	-0.0897628884832145	"S01"	0.429460237376116	"IS04"
"ST8SIA6"	"ST8SIA6"	-0.122474310827079	0.0277120295614452	-0.495299014201742	0.428549356313493	-0.0792514718701259	-0.00230194229091695	"S01"	0.428549356313493	"IS04"
"CLEC12A"	"CLEC12A"	-0.0559939664554732	-0.0411241391305217	-0.294845181472407	0.425898931042	-0.112348575718317	-0.114116390943905	"S01"	0.425898931042	"IS04"
"PRDX6"	"PRDX6"	0.0721273848465946	-0.211493050352157	-0.770079134798231	0.425491718323081	0.132604344691154	-0.14652208162582	"S01"	0.425491718323081	"IS04"
"PPDPF"	"PPDPF"	0.147186644079531	0.297067655651974	-0.284721612483061	0.423836509049496	0.0277357392173363	-0.664910230775624	"S01"	0.423836509049496	"IS04"
"DHRS9"	"DHRS9"	0.124443524456986	-0.068847080798706	-0.241067951353189	0.423423263806771	-0.183039800896843	-0.216506034876735	"S01"	0.423423263806771	"IS04"
"RNF144A"	"RNF144A"	0.0140991165635247	-0.142119082274871	-0.283735852506572	0.422275660559107	-0.196318508598858	-0.0267970373068537	"S01"	0.422275660559107	"IS04"
"PPP1CC"	"PPP1CC"	-0.0409495225762043	0.0226322716066621	-0.325140005078991	0.421978208006679	-0.229931597769609	0.00805616134255067	"S01"	0.421978208006679	"IS04"
"ATP2A3"	"ATP2A3"	0.157532020403414	-0.312989157701501	-0.497395285020358	0.421924044557219	-0.0368802918059201	-0.135215821961889	"S01"	0.421924044557219	"IS04"
"KCNE3"	"KCNE3"	-0.0390105831248341	-0.226207984744524	-0.138745168641683	0.420326995895091	-0.154874346591282	-0.0735922243125179	"S01"	0.420326995895091	"IS04"
"LAX1"	"LAX1"	0.154951509150935	-0.00843414978858008	-0.537449238247066	0.418723306943464	-0.173942453883193	-0.093176943617336	"S01"	0.418723306943464	"IS04"
"ACSL4"	"ACSL4"	0.288052907014022	-0.288183503532623	-1.09830055819729	0.418347590013685	0.249582740803546	-0.239675567403162	"S01"	0.418347590013685	"IS04"
"CLNK"	"CLNK"	-0.065582709345424	-0.436088369799271	-0.612011857655253	0.418331082953246	0.186194695577885	-0.0553219098437062	"S01"	0.418331082953246	"IS04"
"SMIM3"	"SMIM3"	0.407173808684238	-0.334599878813442	-0.735841212715757	0.418162933237259	0.0919059596181402	-0.366019481998848	"S01"	0.418162933237259	"IS04"
"EFCAB14"	"EFCAB14"	0.230132623322417	-0.193956102359779	-0.361161849549939	0.418001298732741	-0.0171590000910851	-0.374546892926825	"S01"	0.418001298732741	"IS04"
"HS6ST1"	"HS6ST1"	0.0319933222617975	-0.231985671926379	-0.162677769977361	0.415121598706951	-0.0722235593811681	-0.219658488449091	"S01"	0.415121598706951	"IS04"
"IRS2"	"IRS2"	-0.143821512118646	-0.150788765608967	-0.289650750062211	0.415021165571898	-0.18308609129371	0.125587439699827	"S01"	0.415021165571898	"IS04"
"RGS10"	"RGS10"	0.193426007382282	-0.168339953810776	-1.31306203418646	0.414953251513036	0.330133434029111	-0.170038007413619	"S01"	0.414953251513036	"IS04"
"MYO15B"	"MYO15B"	0.0596264767503163	-0.0700237186538287	-0.257944373760912	0.41253178502054	-0.121076103277498	-0.206502845358406	"S01"	0.41253178502054	"IS04"
"TMEM154"	"TMEM154"	0.171740770915675	-0.300776546582078	-0.531075291602606	0.408302021075058	0.0281859765555404	-0.19789497698847	"S01"	0.408302021075058	"IS04"
"KIAA1549"	"KIAA1549"	0.135293855857234	-0.137371063281078	-0.311369438347701	0.407033160339996	-0.220364082370161	-0.0795699230725362	"S01"	0.407033160339996	"IS04"
"TMEM220"	"TMEM220"	0.022962367716069	0.17395943420024	-0.522766789611963	0.405947549198757	-0.0346296879620264	-0.229149466315381	"S01"	0.405947549198757	"IS04"
"RNASEH2B"	"RNASEH2B"	0.0946292414394242	-0.0645360588774544	-0.496601610713166	0.40590004264391	-0.182157599671316	-0.0061442192409918	"S01"	0.40590004264391	"IS04"
"LCP1"	"LCP1"	0.184221715431359	-0.17086431160762	-0.807593830804692	0.404745164337385	0.243850490201994	-0.3643356154878	"S01"	0.404745164337385	"IS04"
"TLDC2"	"TLDC2"	-0.121853349935224	-0.093957174659066	-0.241308271366761	0.400950645157569	0.00036302049546694	-0.166981090647931	"S01"	0.400950645157569	"IS04"
"PTPN6"	"PTPN6"	0.159663346092491	-0.153119865283725	-0.617383289304087	0.400443377663614	0.0555638338978701	-0.233046792019302	"S01"	0.400443377663614	"IS04"
"PYCARD"	"PYCARD"	-0.0454222181903788	-0.19191798932718	-0.429598631049678	0.398914387087072	0.171400215377072	-0.278010483025715	"S01"	0.398914387087072	"IS04"
"ST3GAL4"	"ST3GAL4"	0.0615922560259861	-0.0720936159477838	-0.529946430345127	0.398217563925767	-0.00848800738039361	-0.155310416643565	"S01"	0.398217563925767	"IS04"
"BATF"	"BATF"	0.166974918840824	0.0310411458917418	-0.45105794023658	0.397963555168202	-0.113838046382816	-0.23021342461426	"S01"	0.397963555168202	"IS04"
"ARHGAP15"	"ARHGAP15"	0.20454734350663	-0.210062121871042	-0.611791629793456	0.397703429915853	-0.136515138240899	-0.00802573291685678	"S01"	0.397703429915853	"IS04"
"MYL12A"	"MYL12A"	0.23182049777457	0.0749878649038199	-1.70250030811531	0.397625108186394	0.189257329568157	0.110704537674769	"S01"	0.397625108186394	"IS04"
"ADHFE1"	"ADHFE1"	-0.0637686785039171	-0.19197581663438	-0.0597857890028474	0.395947523808563	-0.0865044053897465	-0.173648154717983	"S01"	0.395947523808563	"IS04"
"ST8SIA1"	"ST8SIA1"	0.199237127016537	-0.105079567246567	-0.239877323989888	0.395692438592529	-0.190250248546105	-0.227360684541323	"S01"	0.395692438592529	"IS04"
"CELF2"	"CELF2"	0.152007543298182	-0.151845619883797	-0.531551308123042	0.395476925518374	-0.0595835073836491	-0.132406303344204	"S01"	0.395476925518374	"IS04"
"CDK15"	"CDK15"	0.0017541352880307	-0.219613972934133	-0.461595113593319	0.394498878826816	-0.216929855339004	0.199169847266617	"S01"	0.394498878826816	"IS04"
"ADCY7"	"ADCY7"	0.115027906273085	0.0273006922825708	-0.310735840122044	0.393891355628489	-0.147074167786785	-0.222097505591741	"S01"	0.393891355628489	"IS04"
"ZNF428"	"ZNF428"	-0.0741512171601681	-0.0646004212780571	-0.634278253266427	0.389789914081606	0.148499079763993	-0.146656527138834	"S01"	0.389789914081606	"IS04"
"IL18R1"	"IL18R1"	0.120954751144897	-0.0451796316668191	-0.405728618447598	0.388655175030299	-0.146714105207213	-0.122870126240813	"S01"	0.388655175030299	"IS04"
"AGTRAP"	"AGTRAP"	0.0823414728625196	-0.283881825199977	-0.491533247860438	0.386698539937539	0.186374784356923	-0.316369575624759	"S01"	0.386698539937539	"IS04"
"CCNH"	"CCNH"	-0.162338098344197	-0.061028248877431	-0.379058168383462	0.386334359041498	-0.0699996870915844	0.0479868568171202	"S01"	0.386334359041498	"IS04"
"PRELID2"	"PRELID2"	0.061692578207664	-0.0287998387316481	-0.483249531548503	0.385477102272058	0.0571164339014445	-0.274043499709011	"S01"	0.385477102272058	"IS04"
"ALDH1A1"	"ALDH1A1"	0.124961093771386	-0.406473017869057	-0.287552682206188	0.383897126885133	-0.400106752749947	0.307838499164439	"S01"	0.383897126885133	"IS04"
"DLC1"	"DLC1"	0.161883708686705	-0.255462740120171	-0.515996147374003	0.381252689795315	0.0639088401183565	-0.23336972211924	"S01"	0.381252689795315	"IS04"
"LRCH1"	"LRCH1"	0.0848931085695074	-0.166669915631306	-0.342184466650604	0.381009356859524	-0.0787402844789211	-0.140168418039479	"S01"	0.381009356859524	"IS04"
"SLC39A11"	"SLC39A11"	-0.116274944442673	-0.0406576000026824	-0.426309579554634	0.376540441753313	-0.0338354259674239	-0.00964947399424416	"S01"	0.376540441753313	"IS04"
"NFE2"	"NFE2"	-0.170144285418821	-0.0409055486767194	-0.282522759387279	0.37486755227879	0.0458237933564472	-0.146801019901852	"S01"	0.37486755227879	"IS04"
"DOCK11"	"DOCK11"	0.239646114122902	-0.150217606793437	-0.340567855508017	0.372184062439989	-0.108275640115026	-0.25105642889399	"S01"	0.372184062439989	"IS04"
"ATP6V0A2"	"ATP6V0A2"	0.341545535820901	-0.24161968872457	-0.683752625157975	0.369294338368327	-0.0765828313602212	-0.116701786925259	"S01"	0.369294338368327	"IS04"
"RARRES1"	"RARRES1"	0.118944788129377	0.121936899032516	-0.27749498661534	0.367789384675502	-0.231111198629761	-0.160866465547955	"S01"	0.367789384675502	"IS04"
"HSD17B4"	"HSD17B4"	0.107341083458381	-0.0325171797860223	-0.532994185935891	0.367320987203182	0.109730276247601	-0.327267230173364	"S01"	0.367320987203182	"IS04"
"FOXP1"	"FOXP1"	0.0997008907999938	-0.211015578447442	-1.09642617164028	0.362071071026825	0.115578106418276	0.13418607341798	"S01"	0.362071071026825	"IS04"
"MT1F"	"MT1F"	-0.23647576157718	0.115678339619409	-0.45143135967602	0.35997529178292	-0.0911635179668412	0.130973906167436	"S01"	0.35997529178292	"IS04"
"RSRP1"	"RSRP1"	0.092134240849348	-0.058452243741582	-0.166419331036181	0.358048643041956	-0.444463986644227	0.165218586447363	"S01"	0.358048643041956	"IS04"
"HIPK2"	"HIPK2"	-0.031912000445675	-0.2176923987364	-0.323025371938764	0.357850647196097	0.0304080081925638	-0.12078490634338	"S01"	0.357850647196097	"IS04"
